,CO_ANO,CO_MES,Nome_UF,Nome_Município,SH4,CO_PAIS,KG_LIQUIDO,VL_FOB,NO_PAIS
789416,2022,12,Alagoas,Maceió,407,741,569,322,Singapura
789418,2022,5,Alagoas,Maceió,1211,301,1,7,Grécia
789431,2022,11,Alagoas,Maceió,202,573,218,2911,Países Baixos (Holanda)
789432,2022,10,Alagoas,Maceió,709,399,22,59,Japão
789433,2022,5,Alagoas,Maceió,1604,741,1,19,Singapura
789442,2022,12,Alagoas,Maceió,807,351,241,204,Hong Kong
789447,2022,11,Alagoas,Maceió,706,573,84,155,Países Baixos (Holanda)
789448,2022,5,Alagoas,Maceió,904,741,4,44,Singapura
789454,2022,1,Alagoas,Maceió,2202,386,168,255,Itália
789458,2022,5,Alagoas,Maceió,1806,434,4,76,Libéria
789459,2022,10,Alagoas,Maceió,8536,249,2,1357,Estados Unidos
789472,2022,9,Alagoas,Maceió,8539,232,100,633,Dinamarca
789478,2022,1,Alagoas,Maceió,1006,434,200,298,Libéria
789479,2022,1,Alagoas,Maceió,901,80,2,19,Barein
789481,2022,12,Alagoas,Maceió,306,351,42,666,Hong Kong
789489,2022,11,Alagoas,Maceió,1905,434,5,56,Libéria
789494,2022,1,Alagoas,Maceió,906,705,1,31,São Vicente e Granadinas
789497,2022,6,Alagoas,Maceió,806,77,20,118,Bahamas
789498,2022,7,Alagoas,Maceió,1006,538,45,140,Noruega
789502,2022,3,Alagoas,Maceió,2924,105,2,41,Brasil
789504,2022,12,Alagoas,Maceió,2202,741,21,442,Singapura
789505,2022,11,Alagoas,Maceió,801,161,20,10,Taiwan (Formosa)
789514,2022,6,Alagoas,Maceió,909,538,1,10,Noruega
789520,2022,8,Alagoas,Maceió,3401,580,9,22,Panamá
789523,2022,2,Alagoas,Maceió,704,767,10,59,Suíça
789524,2022,10,Alagoas,Maceió,206,386,10,38,Itália
789543,2022,1,Alagoas,Maceió,202,538,32,285,Noruega
789545,2022,1,Alagoas,Maceió,4203,705,2,89,São Vicente e Granadinas
789557,2022,3,Alagoas,Maceió,406,301,14,158,Grécia
789563,2022,2,Alagoas,Maceió,1601,476,5,19,"Marshall, Ilhas"
789581,2022,9,Alagoas,Maceió,702,467,27,115,Malta
789588,2022,8,Alagoas,Maceió,805,361,140,107,Índia
789600,2022,3,Alagoas,Maceió,701,538,30,54,Noruega
789601,2022,10,Alagoas,Maceió,804,538,70,118,Noruega
789611,2022,5,Alagoas,Maceió,1806,467,8,196,Malta
789623,2022,12,Alagoas,Maceió,405,301,2,29,Grécia
789630,2022,4,Alagoas,Maceió,2002,301,32,79,Grécia
789631,2022,1,Alagoas,Maceió,8439,15,2,392,"Aland, Ilhas"
789652,2022,4,Alagoas,Maceió,2104,538,3,16,Noruega
789682,2022,10,Alagoas,Maceió,506,301,15,52,Grécia
789683,2022,4,Alagoas,Maceió,202,160,50,507,China
789689,2022,11,Alagoas,Maceió,402,573,9,66,Países Baixos (Holanda)
789693,2022,1,Alagoas,Maceió,3305,476,2,41,"Marshall, Ilhas"
789702,2022,2,Alagoas,Maceió,6310,538,50,252,Noruega
789714,2022,7,Alagoas,Maceió,303,741,25,128,Singapura
789716,2022,3,Alagoas,Maceió,1905,538,42,285,Noruega
789727,2022,6,Alagoas,Maceió,2002,301,54,192,Grécia
789730,2022,5,Alagoas,Maceió,201,77,10,194,Bahamas
789737,2022,11,Alagoas,Maceió,1702,301,0,128,Grécia
789740,2022,7,Alagoas,Maceió,202,434,16,118,Libéria
789745,2022,1,Alagoas,Maceió,2501,255,10,4,Falkland (Malvinas)
789747,2022,11,Alagoas,Maceió,706,301,68,126,Grécia
789756,2022,11,Alagoas,Maceió,3926,63,11719,40885,Argentina
789775,2022,2,Alagoas,Marechal Deodoro,6907,586,80102,17484,Paraguai
789780,2022,3,Alagoas,Maceió,2106,105,64,366,Brasil
789787,2022,4,Alagoas,Maceió,403,476,16,58,"Marshall, Ilhas"
789795,2022,8,Alagoas,Maceió,306,361,5,113,Índia
789797,2022,3,Alagoas,Maceió,2201,476,1098,321,"Marshall, Ilhas"
789801,2022,3,Alagoas,Maceió,2201,365,78,27,Indonésia
789803,2022,4,Alagoas,Maceió,1904,351,1,22,Hong Kong
789804,2022,3,Alagoas,Maceió,804,573,101,128,Países Baixos (Holanda)
789807,2022,4,Alagoas,Maceió,710,476,29,91,"Marshall, Ilhas"
789808,2022,12,Alagoas,Maceió,1108,160,4,24,China
789813,2022,11,Alagoas,Marechal Deodoro,9403,345,3,6,Honduras
789819,2022,5,Alagoas,Maceió,2201,538,800,95,Noruega
789820,2022,12,Alagoas,Marechal Deodoro,5402,474,2533,83529,Marrocos
789832,2022,11,Alagoas,Maceió,806,301,55,181,Grécia
789837,2022,8,Alagoas,Maceió,1702,40,210,1535,Angola
789845,2022,1,Alagoas,Marechal Deodoro,9403,845,13,24,Uruguai
789853,2022,10,Alagoas,Maceió,4419,476,2,77,"Marshall, Ilhas"
789871,2022,12,Alagoas,Maceió,1509,386,2,18,Itália
789876,2022,5,Alagoas,Maceió,710,77,5,16,Bahamas
789903,2022,9,Alagoas,Maceió,4001,301,8,412,Grécia
789904,2022,1,Alagoas,Maceió,3306,476,0,5,"Marshall, Ilhas"
789911,2022,3,Alagoas,Maceió,706,23,28,19,Alemanha
789916,2022,1,Alagoas,Maceió,710,351,25,80,Hong Kong
789936,2022,9,Alagoas,Maceió,713,589,20,86,Peru
789942,2022,1,Alagoas,Maceió,4811,476,5,1331,"Marshall, Ilhas"
789944,2022,8,Alagoas,Maceió,2002,195,10,33,Croácia
789952,2022,9,Alagoas,Maceió,4005,301,0,102,Grécia
789956,2022,11,Alagoas,Maceió,8479,580,7,1209,Panamá
789959,2022,10,Alagoas,Maceió,704,399,32,56,Japão
789979,2022,2,Alagoas,Maceió,2201,386,1018,721,Itália
789981,2022,12,Alagoas,Japaratinga,4015,249,19,2058,Estados Unidos
790001,2022,10,Alagoas,Marechal Deodoro,9403,158,46,3617,Chile
790035,2022,12,Alagoas,Maceió,2007,386,6,84,Itália
790036,2022,6,Alagoas,Maceió,706,301,108,260,Grécia
790045,2022,2,Alagoas,Maceió,2202,538,4,56,Noruega
790062,2022,1,Alagoas,Maceió,405,23,5,59,Alemanha
790067,2022,10,Alagoas,Maceió,1901,275,12,34,França
790070,2022,5,Alagoas,Maceió,2009,351,13,43,Hong Kong
790072,2022,11,Alagoas,Maceió,4203,580,2,35,Panamá
790078,2022,8,Alagoas,Maceió,407,467,133,167,Malta
790101,2022,9,Alagoas,Maceió,407,580,75,127,Panamá
790128,2022,7,Alagoas,Maceió,801,845,480,2121,Uruguai
790160,2022,3,Alagoas,Maceió,802,365,2,51,Indonésia
790165,2022,1,Alagoas,Maceió,403,80,8,34,Barein
790174,2022,9,Alagoas,Maceió,705,249,130,441,Estados Unidos
790199,2022,2,Alagoas,Maceió,813,573,1,18,Países Baixos (Holanda)
790209,2022,5,Alagoas,Maceió,210,232,2,12,Dinamarca
790211,2022,9,Alagoas,Maceió,804,580,15,14,Panamá
790217,2022,1,Alagoas,Maceió,2102,467,1,6,Malta
790219,2022,12,Alagoas,Maceió,805,476,31,33,"Marshall, Ilhas"
790220,2022,12,Alagoas,Maceió,8205,183,13,56,"Cook, Ilhas"
790234,2022,10,Alagoas,Maceió,1602,476,6,31,"Marshall, Ilhas"
790243,2022,5,Alagoas,Maceió,910,232,13,38,Dinamarca
790246,2022,2,Alagoas,Maceió,2106,538,10,50,Noruega
790281,2022,8,Alagoas,Arapiraca,3925,580,35363,86678,Panamá
790296,2022,9,Alagoas,Marechal Deodoro,6907,647,178872,38698,República Dominicana
790311,2022,3,Alagoas,Maceió,1507,573,23,91,Países Baixos (Holanda)
790318,2022,3,Alagoas,Maceió,1702,77,4,12,Bahamas
790319,2022,7,Alagoas,Marechal Deodoro,6907,196,26058,7379,Costa Rica
790322,2022,2,Alagoas,Maceió,801,573,1,10,Países Baixos (Holanda)
790327,2022,6,Alagoas,Maceió,2105,741,10,37,Singapura
790338,2022,12,Alagoas,Maceió,2901,183,1,39,"Cook, Ilhas"
790343,2022,9,Alagoas,Maceió,705,361,15,34,Índia
790347,2022,2,Alagoas,Japaratinga,4015,628,10,1638,Reino Unido
790356,2022,1,Alagoas,Maceió,2105,386,21,120,Itália
790394,2022,4,Alagoas,Maceió,2008,249,2520,5069,Estados Unidos
790404,2022,12,Alagoas,Maceió,701,741,26,41,Singapura
790423,2022,3,Alagoas,Maceió,2007,105,6,72,Brasil
790444,2022,4,Alagoas,Maceió,7306,827,2,383,Turquia
790446,2022,12,Alagoas,Maceió,307,301,20,246,Grécia
790447,2022,11,Alagoas,Maceió,805,827,20,48,Turquia
790472,2022,3,Alagoas,Maceió,304,476,15,152,"Marshall, Ilhas"
790477,2022,3,Alagoas,Maceió,1702,301,6,50,Grécia
790491,2022,1,Alagoas,São Luís do Quitunde,1701,245,5542920,2158300,Espanha
790492,2022,4,Alagoas,Maceió,2002,538,8,17,Noruega
790497,2022,3,Alagoas,Maceió,407,476,1098,100,"Marshall, Ilhas"
790501,2022,7,Alagoas,Maceió,708,476,12,23,"Marshall, Ilhas"
790504,2022,8,Alagoas,Maceió,804,741,85,114,Singapura
790514,2022,3,Alagoas,Maceió,901,741,2,16,Singapura
790530,2022,10,Alagoas,Maceió,3808,603,5,12,Polônia
790544,2022,11,Alagoas,Maceió,2002,301,63,157,Grécia
790552,2022,9,Alagoas,Maceió,705,589,4,13,Peru
790583,2022,8,Alagoas,Maceió,2001,351,7,111,Hong Kong
790584,2022,7,Alagoas,Maceió,705,434,32,60,Libéria
790603,2022,11,Alagoas,Maceió,1102,467,5,5,Malta
790604,2022,7,Alagoas,Maceió,712,628,9,35,Reino Unido
790611,2022,10,Alagoas,Maceió,201,538,15,112,Noruega
790623,2022,1,Alagoas,Maceió,3923,80,4,36,Barein
790630,2022,7,Alagoas,Maceió,803,628,30,43,Reino Unido
790637,2022,7,Alagoas,Maceió,714,301,15,16,Grécia
790644,2022,3,Alagoas,Maceió,2209,77,6,5,Bahamas
790652,2022,11,Alagoas,Maceió,3926,580,16,141,Panamá
790660,2022,9,Alagoas,Maceió,7609,232,10,2,Dinamarca
790668,2022,2,Alagoas,Maceió,303,538,12,146,Noruega
790689,2022,8,Alagoas,Maceió,708,293,10,11,Gibraltar
790693,2022,4,Alagoas,Maceió,803,858,25,24,Vietnã
790704,2022,12,Alagoas,Maceió,2922,351,5,59,Hong Kong
790711,2022,7,Alagoas,Maceió,1102,628,6,31,Reino Unido
790718,2022,1,Alagoas,Maceió,201,386,25,171,Itália
790733,2022,1,Alagoas,Maceió,1104,386,2,7,Itália
790737,2022,12,Alagoas,Maceió,8523,183,0,90,"Cook, Ilhas"
790742,2022,8,Alagoas,Maceió,904,195,2,12,Croácia
790755,2022,7,Alagoas,Maceió,901,628,8,122,Reino Unido
790756,2022,1,Alagoas,Maceió,904,351,2,16,Hong Kong
790763,2022,1,Alagoas,Maceió,1601,580,15,44,Panamá
790784,2022,11,Alagoas,Maceió,9025,580,0,12,Panamá
790790,2022,1,Alagoas,Maceió,6307,476,0,40,"Marshall, Ilhas"
790813,2022,3,Alagoas,Maceió,2001,580,12,67,Panamá
790818,2022,7,Alagoas,Marechal Deodoro,6907,158,51108,11932,Chile
790829,2022,9,Alagoas,Maceió,707,301,95,104,Grécia
790838,2022,5,Alagoas,Maceió,1601,538,23,104,Noruega
790866,2022,8,Alagoas,Maceió,1901,293,3,9,Gibraltar
790873,2022,6,Alagoas,Maceió,707,538,40,62,Noruega
790888,2022,6,Alagoas,Maceió,9608,476,4,18,"Marshall, Ilhas"
790894,2022,4,Alagoas,Maceió,707,538,20,28,Noruega
790901,2022,3,Alagoas,Maceió,1903,538,9,15,Noruega
790902,2022,1,Alagoas,Maceió,2003,476,24,298,"Marshall, Ilhas"
790929,2022,10,Alagoas,Maceió,707,77,82,95,Bahamas
790932,2022,4,Alagoas,Marechal Deodoro,6907,589,52668,9426,Peru
790933,2022,10,Alagoas,Maceió,4818,538,20,21,Noruega
790941,2022,1,Alagoas,Maceió,401,573,48,61,Países Baixos (Holanda)
790962,2022,10,Alagoas,Maceió,1904,476,1,19,"Marshall, Ilhas"
790964,2022,1,Alagoas,Maceió,805,23,66,52,Alemanha
790967,2022,1,Alagoas,Maceió,804,386,208,223,Itália
790971,2022,4,Alagoas,Maceió,407,580,1119,110,Panamá
790973,2022,9,Alagoas,Maceió,9613,386,1,21,Itália
790976,2022,5,Alagoas,Maceió,2009,845,1200,3663,Uruguai
790979,2022,2,Alagoas,Maceió,6815,538,20,307,Noruega
791011,2022,4,Alagoas,Maceió,202,351,52,425,Hong Kong
791023,2022,7,Alagoas,Maceió,1211,301,1,14,Grécia
791028,2022,1,Alagoas,Maceió,702,386,63,330,Itália
791034,2022,6,Alagoas,Maceió,2103,301,183,1180,Grécia
791045,2022,1,Alagoas,Maceió,805,77,81,85,Bahamas
791054,2022,9,Alagoas,Maceió,407,301,275,655,Grécia
791068,2022,11,Alagoas,Maceió,204,137,36,589,"Cayman, Ilhas"
791076,2022,3,Alagoas,Maceió,1207,741,1,11,Singapura
791078,2022,1,Alagoas,Maceió,1806,386,9,58,Itália
791090,2022,1,Alagoas,Maceió,2006,467,5,26,Malta
791103,2022,5,Alagoas,Maceió,702,434,61,218,Libéria
791113,2022,3,Alagoas,Maceió,808,255,40,56,Falkland (Malvinas)
791149,2022,3,Alagoas,Maceió,910,386,12,39,Itália
791174,2022,11,Alagoas,Maceió,407,301,150,366,Grécia
791178,2022,12,Alagoas,Maceió,709,301,249,469,Grécia
791180,2022,11,Alagoas,Maceió,804,827,90,125,Turquia
791183,2022,11,Alagoas,Maceió,805,301,150,213,Grécia
791194,2022,2,Alagoas,Maceió,2008,538,5,37,Noruega
791202,2022,12,Alagoas,Maceió,710,476,21,118,"Marshall, Ilhas"
791217,2022,1,Alagoas,Maceió,2103,255,62,442,Falkland (Malvinas)
791221,2022,8,Alagoas,Maceió,3214,538,21,182,Noruega
791237,2022,3,Alagoas,Maceió,402,467,9,64,Malta
791241,2022,4,Alagoas,Maceió,710,580,33,145,Panamá
791251,2022,7,Alagoas,Maceió,704,301,117,220,Grécia
791264,2022,10,Alagoas,Maceió,801,301,15,7,Grécia
791266,2022,7,Alagoas,Marechal Deodoro,6907,580,78222,15757,Panamá
791268,2022,1,Alagoas,Maceió,401,434,360,480,Libéria
791280,2022,2,Alagoas,Maceió,202,538,79,628,Noruega
791281,2022,5,Alagoas,Maceió,2106,628,0,8,Reino Unido
791282,2022,10,Alagoas,Maceió,1806,603,94,182,Polônia
791290,2022,4,Alagoas,Maceió,808,538,30,113,Noruega
791304,2022,7,Alagoas,Maceió,802,741,4,97,Singapura
791305,2022,2,Alagoas,Maceió,3401,83,11,102,Barbados
791316,2022,6,Alagoas,Maceió,402,538,18,70,Noruega
791320,2022,1,Alagoas,Maceió,1101,351,25,32,Hong Kong
791346,2022,1,Alagoas,Maceió,708,467,19,38,Malta
791357,2022,2,Alagoas,Maceió,210,77,20,117,Bahamas
791361,2022,6,Alagoas,Maceió,2106,538,26,159,Noruega
791371,2022,7,Alagoas,Maceió,713,538,1,3,Noruega
791379,2022,9,Alagoas,Maceió,401,301,120,202,Grécia
791403,2022,6,Alagoas,Maceió,6307,538,7,2030,Noruega
791409,2022,5,Alagoas,Maceió,909,628,1,8,Reino Unido
791419,2022,4,Alagoas,Maceió,704,351,40,62,Hong Kong
791423,2022,11,Alagoas,Maceió,710,434,50,237,Libéria
791443,2022,3,Alagoas,Maceió,805,580,194,227,Panamá
791460,2022,3,Alagoas,Maceió,807,386,200,83,Itália
791471,2022,4,Alagoas,Maceió,703,538,82,206,Noruega
791472,2022,11,Alagoas,Maceió,304,386,23,109,Itália
791486,2022,11,Alagoas,Maceió,702,827,25,40,Turquia
791488,2022,11,Alagoas,Maceió,2202,476,11,172,"Marshall, Ilhas"
791491,2022,6,Alagoas,Maceió,3402,476,0,32,"Marshall, Ilhas"
791506,2022,10,Alagoas,Marechal Deodoro,6907,647,180993,43205,República Dominicana
791517,2022,11,Alagoas,Maceió,2105,467,10,25,Malta
791531,2022,1,Alagoas,Maceió,807,386,335,209,Itália
791539,2022,5,Alagoas,Maceió,1901,301,6,55,Grécia
791541,2022,4,Alagoas,Maceió,706,301,87,148,Grécia
791548,2022,12,Alagoas,Maceió,1902,386,196,473,Itália
791551,2022,2,Alagoas,Maceió,407,386,1574,327,Itália
791563,2022,4,Alagoas,Maceió,2106,127,21,528,Cabo Verde
791567,2022,6,Alagoas,Maceió,2101,77,0,74,Bahamas
791599,2022,4,Alagoas,Maceió,406,445,17,323,Luxemburgo
791610,2022,9,Alagoas,Maceió,8468,232,0,6,Dinamarca
791611,2022,3,Alagoas,Maceió,406,255,17,134,Falkland (Malvinas)
791621,2022,8,Alagoas,Maceió,2007,586,322,784,Paraguai
791639,2022,8,Alagoas,Maceió,1604,195,13,105,Croácia
791676,2022,4,Alagoas,Maceió,804,445,17,42,Luxemburgo
791690,2022,8,Alagoas,Maceió,801,40,6671,29308,Angola
791693,2022,8,Alagoas,Maceió,704,741,48,146,Singapura
791700,2022,9,Alagoas,Maceió,202,249,880,5615,Estados Unidos
791748,2022,12,Alagoas,Maceió,2009,538,39,106,Noruega
791765,2022,2,Alagoas,Marechal Deodoro,6907,229,52362,10382,Benin
791831,2022,1,Alagoas,Maceió,1902,255,47,215,Falkland (Malvinas)
791836,2022,1,Alagoas,Maceió,1806,434,17,229,Libéria
791845,2022,12,Alagoas,Maceió,803,386,88,82,Itália
791848,2022,8,Alagoas,Maceió,303,351,34,240,Hong Kong
791883,2022,1,Alagoas,Maceió,402,386,9,23,Itália
791892,2022,6,Alagoas,Maceió,2106,301,88,298,Grécia
791898,2022,4,Alagoas,Maceió,2007,538,2,6,Noruega
791902,2022,2,Alagoas,Maceió,902,83,0,33,Barbados
791921,2022,12,Alagoas,Maceió,703,83,64,128,Barbados
791940,2022,3,Alagoas,Maceió,1902,580,15,80,Panamá
791943,2022,9,Alagoas,Maceió,709,580,21,31,Panamá
791950,2022,5,Alagoas,Maceió,1507,628,10,114,Reino Unido
791968,2022,7,Alagoas,Maceió,204,741,8,20,Singapura
792005,2022,6,Alagoas,Maceió,708,301,109,279,Grécia
792016,2022,4,Alagoas,Maceió,1704,476,1,4,"Marshall, Ilhas"
792024,2022,12,Alagoas,Maceió,8204,183,0,23,"Cook, Ilhas"
792030,2022,1,Alagoas,Coruripe,1701,245,12440388,3671079,Espanha
792038,2022,5,Alagoas,Maceió,2106,232,10,75,Dinamarca
792051,2022,1,Alagoas,Maceió,406,386,44,298,Itália
792054,2022,11,Alagoas,Maceió,405,301,22,524,Grécia
792063,2022,8,Alagoas,Maceió,806,434,20,99,Libéria
792072,2022,8,Alagoas,Maceió,705,580,15,91,Panamá
792073,2022,3,Alagoas,Maceió,203,23,100,379,Alemanha
792093,2022,7,Alagoas,Maceió,2402,434,38,1168,Libéria
792096,2022,12,Alagoas,Maceió,710,386,30,90,Itália
792098,2022,3,Alagoas,Maceió,2009,580,222,225,Panamá
792103,2022,9,Alagoas,Maceió,2101,351,0,85,Hong Kong
792117,2022,12,Alagoas,Maceió,2106,301,283,277,Grécia
792125,2022,6,Alagoas,Maceió,407,301,525,1201,Grécia
792129,2022,12,Alagoas,Maceió,1501,183,1,6,"Cook, Ilhas"
792132,2022,1,Alagoas,Maceió,1701,23,0,9,Alemanha
792177,2022,1,Alagoas,Maceió,8539,80,40,680,Barein
792178,2022,2,Alagoas,Maceió,1106,538,5,6,Noruega
792186,2022,2,Alagoas,Maceió,710,83,16,83,Barbados
792197,2022,10,Alagoas,Maceió,2201,77,89,423,Bahamas
792203,2022,9,Alagoas,Maceió,407,589,75,57,Peru
792214,2022,10,Alagoas,Maceió,809,603,15,76,Polônia
792222,2022,3,Alagoas,Maceió,803,77,46,78,Bahamas
792229,2022,7,Alagoas,Maceió,1806,628,2,10,Reino Unido
792241,2022,2,Alagoas,Maceió,2707,83,12,84,Barbados
792245,2022,1,Alagoas,Maceió,2009,467,140,219,Malta
792276,2022,4,Alagoas,Maceió,2004,445,4,15,Luxemburgo
792278,2022,12,Alagoas,Maceió,3302,386,4,23,Itália
792287,2022,1,Alagoas,Maceió,1101,80,151,166,Barein
792294,2022,9,Alagoas,Maceió,2009,63,4800,45408,Argentina
792303,2022,2,Alagoas,Maceió,2843,351,0,48,Hong Kong
792304,2022,11,Alagoas,Maceió,708,434,25,52,Libéria
792314,2022,12,Alagoas,Maceió,4401,301,120,168,Grécia
792329,2022,2,Alagoas,Maceió,402,573,5,18,Países Baixos (Holanda)
792333,2022,1,Alagoas,Maceió,303,88,20,96,Belize
792341,2022,9,Alagoas,Maceió,1509,301,55,673,Grécia
792353,2022,1,Alagoas,Maceió,701,351,20,29,Hong Kong
792356,2022,10,Alagoas,Maceió,207,301,380,1076,Grécia
792360,2022,11,Alagoas,Maceió,2204,161,15,159,Taiwan (Formosa)
792386,2022,4,Alagoas,Maceió,704,538,20,81,Noruega
792403,2022,2,Alagoas,Maceió,6403,505,17,318,Moçambique
792417,2022,9,Alagoas,Maceió,2202,580,50,69,Panamá
792419,2022,1,Alagoas,Maceió,802,255,1,43,Falkland (Malvinas)
792420,2022,1,Alagoas,Marechal Deodoro,6907,647,130889,25025,República Dominicana
792423,2022,5,Alagoas,Maceió,805,741,41,71,Singapura
792438,2022,10,Alagoas,Maceió,808,603,60,190,Polônia
792440,2022,1,Alagoas,Maceió,1702,476,6,69,"Marshall, Ilhas"
792447,2022,4,Alagoas,Maceió,805,741,20,43,Singapura
792472,2022,7,Alagoas,Marechal Deodoro,6907,325,105266,35199,Guiana Francesa
792483,2022,11,Alagoas,Maceió,2105,386,18,50,Itália
792493,2022,5,Alagoas,Maceió,1106,538,5,16,Noruega
792519,2022,5,Alagoas,Maceió,210,351,12,89,Hong Kong
792523,2022,7,Alagoas,Maceió,705,77,17,41,Bahamas
792538,2022,8,Alagoas,Maceió,702,580,82,146,Panamá
792549,2022,3,Alagoas,Maceió,714,301,5,3,Grécia
792551,2022,12,Alagoas,Maceió,712,386,1,3,Itália
792557,2022,11,Alagoas,Maceió,904,386,1,10,Itália
792563,2022,3,Alagoas,Maceió,8207,301,4,57,Grécia
792594,2022,4,Alagoas,Maceió,303,301,290,1357,Grécia
792599,2022,10,Alagoas,Maceió,204,476,22,452,"Marshall, Ilhas"
792632,2022,6,Alagoas,Maceió,705,77,1,3,Bahamas
792651,2022,11,Alagoas,Maceió,2102,434,8,81,Libéria
792658,2022,3,Alagoas,Maceió,1905,105,162,814,Brasil
792662,2022,7,Alagoas,Maceió,909,301,1,22,Grécia
792664,2022,9,Alagoas,Maceió,2201,580,288,88,Panamá
792666,2022,9,Alagoas,Maceió,1806,580,9,100,Panamá
792673,2022,8,Alagoas,Maceió,7323,538,2,58,Noruega
792689,2022,7,Alagoas,Maceió,2106,434,4,16,Libéria
792699,2022,6,Alagoas,Maceió,1207,301,1,4,Grécia
792704,2022,11,Alagoas,Maceió,702,386,30,48,Itália
792714,2022,1,Alagoas,Maceió,2106,467,37,36,Malta
792729,2022,3,Alagoas,Maceió,2105,580,12,44,Panamá
792738,2022,3,Alagoas,Maceió,3204,23,0,1,Alemanha
792756,2022,6,Alagoas,Maceió,1101,434,25,112,Libéria
792758,2022,5,Alagoas,Maceió,2103,386,10,15,Itália
792765,2022,5,Alagoas,Japaratinga,4016,23,15,905,Alemanha
792777,2022,3,Alagoas,Maceió,808,538,32,127,Noruega
792790,2022,3,Alagoas,Maceió,1702,476,17,207,"Marshall, Ilhas"
792809,2022,5,Alagoas,Maceió,805,628,298,211,Reino Unido
792814,2022,10,Alagoas,Maceió,2208,301,6,56,Grécia
792848,2022,7,Alagoas,Maceió,1601,476,5,17,"Marshall, Ilhas"
792850,2022,11,Alagoas,Maceió,713,301,70,482,Grécia
792869,2022,6,Alagoas,Marechal Deodoro,6907,580,157300,31187,Panamá
792886,2022,11,Alagoas,Maceió,1604,386,5,96,Itália
792895,2022,12,Alagoas,Maceió,402,183,8,97,"Cook, Ilhas"
792912,2022,4,Alagoas,Maceió,1902,580,28,174,Panamá
792914,2022,7,Alagoas,Maceió,1507,628,0,128,Reino Unido
792917,2022,1,Alagoas,Maceió,2007,538,3,7,Noruega
792919,2022,11,Alagoas,Maceió,803,137,46,56,"Cayman, Ilhas"
792932,2022,3,Alagoas,Maceió,2501,365,10,3,Indonésia
792938,2022,3,Alagoas,Maceió,1601,467,10,110,Malta
792969,2022,10,Alagoas,Maceió,807,399,60,28,Japão
792987,2022,12,Alagoas,Maceió,708,386,10,7,Itália
793008,2022,5,Alagoas,Maceió,2202,351,4,30,Hong Kong
793011,2022,4,Alagoas,Maceió,2005,476,5,132,"Marshall, Ilhas"
793034,2022,3,Alagoas,Maceió,3302,23,0,5,Alemanha
793044,2022,7,Alagoas,Maceió,806,741,23,51,Singapura
793056,2022,11,Alagoas,Maceió,1108,476,2,11,"Marshall, Ilhas"
793057,2022,1,Alagoas,Maceió,5202,88,150,368,Belize
793061,2022,1,Alagoas,Maceió,403,351,9,23,Hong Kong
793128,2022,12,Alagoas,Maceió,2208,301,82,896,Grécia
793130,2022,7,Alagoas,Maceió,2001,301,13,79,Grécia
793139,2022,10,Alagoas,Maceió,4015,603,2,20,Polônia
793141,2022,5,Alagoas,Maceió,2004,386,20,38,Itália
793152,2022,12,Alagoas,Maceió,901,386,40,354,Itália
793154,2022,12,Alagoas,Maceió,406,741,24,254,Singapura
793158,2022,8,Alagoas,Maceió,1605,741,10,120,Singapura
793160,2022,11,Alagoas,Maceió,2201,538,2120,252,Noruega
793186,2022,1,Alagoas,Maceió,2104,538,2,8,Noruega
793208,2022,4,Alagoas,Maceió,9403,538,1,324,Noruega
793210,2022,4,Alagoas,Maceió,204,301,20,196,Grécia
793211,2022,5,Alagoas,Maceió,910,628,1,13,Reino Unido
793215,2022,3,Alagoas,Lagoa da Canoa,2401,23,13736,229280,Alemanha
793216,2022,3,Alagoas,Maceió,1512,365,90,324,Indonésia
793222,2022,3,Alagoas,Maceió,1509,23,4,32,Alemanha
793227,2022,12,Alagoas,Maceió,6116,476,196,301,"Marshall, Ilhas"
793229,2022,10,Alagoas,Maceió,401,301,92,219,Grécia
793247,2022,5,Alagoas,Maceió,2006,301,10,50,Grécia
793251,2022,7,Alagoas,Maceió,2007,249,530,1698,Estados Unidos
793285,2022,9,Alagoas,Maceió,307,351,15,155,Hong Kong
793294,2022,12,Alagoas,Maceió,804,476,31,46,"Marshall, Ilhas"
793301,2022,7,Alagoas,Maceió,701,628,100,160,Reino Unido
793302,2022,2,Alagoas,Japaratinga,4015,23,44,8016,Alemanha
793306,2022,8,Alagoas,Maceió,806,293,5,19,Gibraltar
793310,2022,7,Alagoas,Maceió,3809,301,12,11,Grécia
793311,2022,5,Alagoas,Maceió,1211,628,4,43,Reino Unido
793326,2022,9,Alagoas,Maceió,6301,232,2,72,Dinamarca
793331,2022,2,Alagoas,Maceió,1602,538,8,39,Noruega
793342,2022,1,Alagoas,Maceió,805,580,30,79,Panamá
793362,2022,10,Alagoas,Maceió,401,434,24,38,Libéria
793383,2022,12,Alagoas,Maceió,2009,77,60,380,Bahamas
793387,2022,9,Alagoas,Maceió,2201,538,1480,144,Noruega
793394,2022,12,Alagoas,Maceió,8516,160,3,329,China
793395,2022,3,Alagoas,Maceió,202,573,20,251,Países Baixos (Holanda)
793422,2022,12,Alagoas,Maceió,714,301,60,81,Grécia
793426,2022,2,Alagoas,Maceió,9017,538,1,21,Noruega
793429,2022,10,Alagoas,Maceió,3402,476,15,59,"Marshall, Ilhas"
793433,2022,9,Alagoas,Maceió,307,361,15,160,Índia
793434,2022,6,Alagoas,Maceió,405,538,21,259,Noruega
