,CO_ANO,CO_MES,Nome_UF,Nome_Município,SH4,CO_PAIS,KG_LIQUIDO,VL_FOB,NO_PAIS
899941,2023,12,Alagoas,Maceió,1102,351,5,13,Hong Kong
899943,2023,8,Alagoas,Maceió,807,399,75,69,Japão
899944,2023,3,Alagoas,Maceió,808,676,40,95,Rússia
899947,2023,12,Alagoas,Maceió,1601,53,8,110,Arábia Saudita
899953,2023,6,Alagoas,Maceió,8215,827,7,176,Turquia
899960,2023,2,Alagoas,Maceió,2106,476,2,5,"Marshall, Ilhas"
899969,2023,4,Alagoas,Maceió,2104,607,1,6,Portugal
899983,2023,12,Alagoas,Maceió,813,351,1,9,Hong Kong
899987,2023,3,Alagoas,Maceió,1904,386,1,6,Itália
900019,2023,2,Alagoas,Maceió,2005,351,2,37,Hong Kong
900038,2023,1,Alagoas,Maceió,9608,434,45,179,Libéria
900049,2023,4,Alagoas,Maceió,709,434,47,65,Libéria
900052,2023,2,Alagoas,Maceió,703,23,68,113,Alemanha
900053,2023,3,Alagoas,Maceió,811,628,15,38,Reino Unido
900060,2023,1,Alagoas,Maceió,6205,434,4,62,Libéria
900063,2023,7,Alagoas,Maceió,801,586,106,642,Paraguai
900075,2023,3,Alagoas,Maceió,6805,434,1,5,Libéria
900082,2023,11,Alagoas,Maceió,2008,476,4,27,"Marshall, Ilhas"
900089,2023,11,Alagoas,Maceió,207,434,360,521,Libéria
900114,2023,11,Alagoas,Maceió,203,580,175,575,Panamá
900132,2023,11,Alagoas,Maceió,2005,434,5,13,Libéria
900147,2023,1,Alagoas,Maceió,803,580,90,119,Panamá
900153,2023,4,Alagoas,Arapiraca,3916,63,5891,31598,Argentina
900166,2023,5,Alagoas,Maceió,1601,301,105,152,Grécia
900179,2023,6,Alagoas,Maceió,2004,776,6,24,Tailândia
900190,2023,10,Alagoas,Maceió,1509,476,8,56,"Marshall, Ilhas"
900198,2023,1,Alagoas,Maceió,2922,776,1,15,Tailândia
900205,2023,1,Alagoas,Maceió,712,161,20,87,Taiwan (Formosa)
900215,2023,2,Alagoas,Maceió,2008,538,105,222,Noruega
900231,2023,2,Alagoas,Maceió,201,538,71,573,Noruega
900240,2023,3,Alagoas,Maceió,407,628,2125,297,Reino Unido
900255,2023,5,Alagoas,Maceió,8201,301,0,3,Grécia
900260,2023,9,Alagoas,Maceió,705,386,20,82,Itália
900269,2023,5,Alagoas,Maceió,2106,580,10,121,Panamá
900273,2023,12,Alagoas,Maceió,708,434,75,121,Libéria
900304,2023,10,Alagoas,Maceió,210,351,105,408,Hong Kong
900306,2023,3,Alagoas,Maceió,1806,628,16,351,Reino Unido
900308,2023,10,Alagoas,Maceió,3401,476,60,31,"Marshall, Ilhas"
900311,2023,5,Alagoas,Maceió,204,160,54,349,China
900316,2023,4,Alagoas,Maceió,704,77,342,2062,Bahamas
900321,2023,5,Alagoas,Maceió,2102,301,23,77,Grécia
900324,2023,1,Alagoas,Maceió,204,160,64,737,China
900332,2023,7,Alagoas,Maceió,407,351,170,449,Hong Kong
900348,2023,8,Alagoas,Maceió,2005,351,3,29,Hong Kong
900361,2023,3,Alagoas,Maceió,2201,573,2700,863,Países Baixos (Holanda)
900390,2023,6,Alagoas,Maceió,806,776,1,4,Tailândia
900394,2023,7,Alagoas,Maceió,1509,580,5,44,Panamá
900403,2023,5,Alagoas,Maceió,803,160,80,68,China
900409,2023,8,Alagoas,Maceió,4901,351,2,2703,Hong Kong
900416,2023,10,Alagoas,Maceió,406,467,4,20,Malta
900427,2023,10,Alagoas,Maceió,902,386,2,214,Itália
900434,2023,7,Alagoas,Marechal Deodoro,3307,505,446,9435,Moçambique
900435,2023,11,Alagoas,Maceió,704,232,15,49,Dinamarca
900451,2023,7,Alagoas,Maceió,808,434,20,81,Libéria
900454,2023,10,Alagoas,Maceió,307,476,40,266,"Marshall, Ilhas"
900466,2023,2,Alagoas,Maceió,203,538,118,743,Noruega
900475,2023,6,Alagoas,Maceió,808,580,60,235,Panamá
900493,2023,12,Alagoas,Maceió,2105,434,108,917,Libéria
900498,2023,3,Alagoas,Maceió,206,249,40,248,Estados Unidos
900516,2023,9,Alagoas,Maceió,1902,467,10,20,Malta
900522,2023,3,Alagoas,Maceió,403,476,18,57,"Marshall, Ilhas"
900527,2023,3,Alagoas,Maceió,2208,573,8,30,Países Baixos (Holanda)
900537,2023,8,Alagoas,Maceió,1602,476,32,224,"Marshall, Ilhas"
900557,2023,6,Alagoas,Maceió,203,776,137,798,Tailândia
900569,2023,6,Alagoas,Maceió,808,573,31,97,Países Baixos (Holanda)
900571,2023,2,Alagoas,Maceió,7615,434,0,9,Libéria
900583,2023,10,Alagoas,Maceió,6310,476,80,201,"Marshall, Ilhas"
900584,2023,10,Alagoas,Maceió,3920,580,1,14,Panamá
900621,2023,11,Alagoas,Maceió,406,467,27,598,Malta
900622,2023,4,Alagoas,Maceió,402,361,6,11,Índia
900629,2023,2,Alagoas,Maceió,302,628,2,21,Reino Unido
900636,2023,10,Alagoas,Maceió,1509,386,12,185,Itália
900652,2023,2,Alagoas,Maceió,1006,434,59,78,Libéria
900653,2023,5,Alagoas,Maceió,1006,399,250,260,Japão
900658,2023,2,Alagoas,Maceió,2105,538,92,312,Noruega
900665,2023,7,Alagoas,Marechal Deodoro,6907,580,207887,40727,Panamá
900669,2023,2,Alagoas,Marechal Deodoro,6907,239,184045,49871,Equador
900689,2023,1,Alagoas,Maceió,6812,351,3,550,Hong Kong
900706,2023,7,Alagoas,Maceió,2004,607,10,37,Portugal
900709,2023,3,Alagoas,Maceió,1702,301,12,39,Grécia
900713,2023,10,Alagoas,Maceió,3402,249,3,8,Estados Unidos
900719,2023,1,Alagoas,Maceió,401,434,428,676,Libéria
900721,2023,8,Alagoas,Maceió,910,434,1,5,Libéria
900745,2023,9,Alagoas,Maceió,401,467,120,157,Malta
900764,2023,12,Alagoas,Maceió,3824,580,54,337,Panamá
900768,2023,7,Alagoas,Maceió,1517,538,2,6,Noruega
900773,2023,12,Alagoas,Maceió,703,53,63,183,Arábia Saudita
900790,2023,3,Alagoas,Maceió,702,160,72,75,China
900793,2023,5,Alagoas,Maceió,207,741,240,475,Singapura
900794,2023,8,Alagoas,Maceió,1902,399,13,385,Japão
900795,2023,10,Alagoas,Maceió,1602,538,6,42,Noruega
900802,2023,6,Alagoas,Maceió,810,160,20,62,China
900815,2023,8,Alagoas,Maceió,1904,538,3,20,Noruega
900817,2023,12,Alagoas,Maceió,1209,97,0,27000,Bolívia
900828,2023,12,Alagoas,Maceió,3808,351,0,245,Hong Kong
900832,2023,6,Alagoas,Maceió,1106,351,10,30,Hong Kong
900844,2023,2,Alagoas,Maceió,1902,434,5,78,Libéria
900857,2023,12,Alagoas,Maceió,210,445,74,647,Luxemburgo
900866,2023,10,Alagoas,Maceió,2004,183,2,5,"Cook, Ilhas"
900867,2023,12,Alagoas,Maceió,7326,83,53,61,Barbados
900872,2023,12,Alagoas,Maceió,1517,445,23,113,Luxemburgo
900880,2023,3,Alagoas,Maceió,705,105,10,42,Brasil
900899,2023,1,Alagoas,Maceió,809,538,5,39,Noruega
900901,2023,12,Alagoas,Maceió,8211,476,6,27,"Marshall, Ilhas"
900906,2023,2,Alagoas,Maceió,1806,160,1,24,China
900910,2023,11,Alagoas,Maceió,6307,476,0,4,"Marshall, Ilhas"
900914,2023,6,Alagoas,Maceió,807,776,86,109,Tailândia
900919,2023,3,Alagoas,Maceió,804,105,100,151,Brasil
900930,2023,4,Alagoas,Maceió,2801,705,7,21,São Vicente e Granadinas
900938,2023,3,Alagoas,Maceió,3306,741,1,11,Singapura
900941,2023,12,Alagoas,Maceió,803,351,20,15,Hong Kong
900946,2023,8,Alagoas,Maceió,810,538,5,15,Noruega
900947,2023,9,Alagoas,Maceió,704,476,70,129,"Marshall, Ilhas"
900951,2023,9,Alagoas,Maceió,2202,232,66,93,Dinamarca
900971,2023,8,Alagoas,Maceió,712,434,15,35,Libéria
900972,2023,6,Alagoas,Maceió,401,741,100,85,Singapura
900975,2023,12,Alagoas,Maceió,703,538,125,128,Noruega
901004,2023,6,Alagoas,Maceió,2922,573,1,19,Países Baixos (Holanda)
901009,2023,10,Alagoas,Maceió,210,183,2,5,"Cook, Ilhas"
901016,2023,5,Alagoas,Maceió,402,267,4,24,Filipinas
901019,2023,12,Alagoas,Maceió,3402,445,84,388,Luxemburgo
901021,2023,11,Alagoas,Maceió,708,476,125,117,"Marshall, Ilhas"
901051,2023,11,Alagoas,Maceió,1806,434,15,94,Libéria
901053,2023,2,Alagoas,Maceió,2104,23,4,17,Alemanha
901064,2023,2,Alagoas,Maceió,803,538,126,143,Noruega
901088,2023,9,Alagoas,Maceió,8517,351,1747,27474,Hong Kong
901090,2023,10,Alagoas,Maceió,705,77,30,79,Bahamas
901092,2023,5,Alagoas,Maceió,810,361,5,14,Índia
901096,2023,7,Alagoas,Maceió,1507,538,30,113,Noruega
901107,2023,9,Alagoas,Maceió,2203,87,126,281,Bélgica
901122,2023,8,Alagoas,Maceió,303,538,92,300,Noruega
901135,2023,6,Alagoas,Maceió,902,776,2,25,Tailândia
901146,2023,2,Alagoas,Maceió,4818,538,142,560,Noruega
901162,2023,1,Alagoas,Maceió,2209,538,12,13,Noruega
901164,2023,3,Alagoas,Maceió,1507,351,90,319,Hong Kong
901166,2023,11,Alagoas,Marechal Deodoro,9403,196,12,160,Costa Rica
901181,2023,2,Alagoas,Maceió,3214,88,3,145,Belize
901182,2023,2,Alagoas,Maceió,705,628,20,41,Reino Unido
901183,2023,2,Alagoas,Maceió,202,741,20,468,Singapura
901191,2023,12,Alagoas,Maceió,708,351,40,25,Hong Kong
901192,2023,1,Alagoas,Maceió,807,163,38,24,Chipre
901199,2023,3,Alagoas,Maceió,8517,351,1190,19885,Hong Kong
901201,2023,12,Alagoas,Maceió,9608,476,38,147,"Marshall, Ilhas"
901212,2023,8,Alagoas,Maceió,5607,434,322,25845,Libéria
901217,2023,11,Alagoas,Maceió,1517,267,5,24,Filipinas
901218,2023,5,Alagoas,Maceió,1806,232,13,98,Dinamarca
901237,2023,3,Alagoas,Maceió,806,628,17,55,Reino Unido
901240,2023,4,Alagoas,Maceió,803,301,50,45,Grécia
901247,2023,6,Alagoas,Maceió,3402,301,12,26,Grécia
901261,2023,1,Alagoas,Maceió,8468,434,2,99,Libéria
901274,2023,2,Alagoas,Maceió,401,351,96,136,Hong Kong
901275,2023,2,Alagoas,Maceió,702,351,43,100,Hong Kong
901285,2023,6,Alagoas,Maceió,910,232,6,12,Dinamarca
901286,2023,8,Alagoas,Maceió,6804,434,390,2399,Libéria
901288,2023,2,Alagoas,Maceió,7607,88,3,49,Belize
901289,2023,5,Alagoas,Maceió,2102,232,3,3,Dinamarca
901294,2023,10,Alagoas,Maceió,403,351,18,38,Hong Kong
901297,2023,11,Alagoas,Marechal Deodoro,6907,239,156785,40496,Equador
901300,2023,2,Alagoas,Maceió,1601,573,10,71,Países Baixos (Holanda)
901328,2023,8,Alagoas,Maceió,303,476,165,585,"Marshall, Ilhas"
901332,2023,5,Alagoas,Maceió,3403,628,0,35,Reino Unido
901339,2023,11,Alagoas,Maceió,703,580,104,211,Panamá
901349,2023,1,Alagoas,Maceió,2501,301,120,29,Grécia
901352,2023,4,Alagoas,Maceió,1601,301,10,32,Grécia
901363,2023,8,Alagoas,Maceió,910,476,15,40,"Marshall, Ilhas"
901388,2023,3,Alagoas,Maceió,804,434,74,103,Libéria
901389,2023,12,Alagoas,Maceió,704,163,40,38,Chipre
901392,2023,9,Alagoas,Maceió,813,467,36,34,Malta
901410,2023,8,Alagoas,Maceió,1101,149,120,268,Canadá
901418,2023,12,Alagoas,Maceió,810,434,10,95,Libéria
901420,2023,1,Alagoas,Maceió,703,580,60,200,Panamá
901427,2023,11,Alagoas,Arapiraca,3004,249,4,1539,Estados Unidos
901428,2023,10,Alagoas,Maceió,202,351,74,405,Hong Kong
901454,2023,12,Alagoas,Maceió,9025,476,1,86,"Marshall, Ilhas"
901472,2023,2,Alagoas,Rio Largo,2710,607,18974,23755,Portugal
901490,2023,4,Alagoas,Maceió,402,705,27,369,São Vicente e Granadinas
901493,2023,6,Alagoas,Maceió,2209,232,24,5,Dinamarca
901500,2023,8,Alagoas,Maceió,803,399,45,54,Japão
901501,2023,11,Alagoas,Maceió,203,434,270,727,Libéria
901504,2023,7,Alagoas,Arapiraca,3916,63,5704,31443,Argentina
901523,2023,8,Alagoas,Maceió,707,538,10,4,Noruega
901534,2023,6,Alagoas,Maceió,3926,301,50,376,Grécia
901535,2023,6,Alagoas,Maceió,9603,741,52,97,Singapura
901541,2023,5,Alagoas,Maceió,2922,267,0,12,Filipinas
901542,2023,2,Alagoas,Maceió,707,573,21,30,Países Baixos (Holanda)
901551,2023,8,Alagoas,Maceió,1701,476,30,32,"Marshall, Ilhas"
901556,2023,1,Alagoas,Japaratinga,4015,23,104,9441,Alemanha
901557,2023,4,Alagoas,Maceió,806,476,42,197,"Marshall, Ilhas"
901560,2023,6,Alagoas,Maceió,1605,160,20,132,China
901567,2023,7,Alagoas,Maceió,1902,607,14,38,Portugal
901578,2023,7,Alagoas,Maceió,1702,580,3,8,Panamá
901584,2023,3,Alagoas,Maceió,2204,301,23,70,Grécia
901585,2023,4,Alagoas,Maceió,2001,607,3,30,Portugal
901607,2023,12,Alagoas,Maceió,1704,445,3,84,Luxemburgo
901610,2023,2,Alagoas,Maceió,706,88,36,77,Belize
901627,2023,5,Alagoas,Maceió,806,232,20,27,Dinamarca
901640,2023,2,Alagoas,Maceió,1902,351,4,28,Hong Kong
901668,2023,1,Alagoas,Maceió,1102,301,3,9,Grécia
901685,2023,12,Alagoas,Maceió,3919,476,32,850,"Marshall, Ilhas"
901696,2023,9,Alagoas,Marechal Deodoro,6907,77,105336,18660,Bahamas
901699,2023,4,Alagoas,Maceió,706,163,10,15,Chipre
901745,2023,10,Alagoas,Maceió,1601,538,51,253,Noruega
901748,2023,5,Alagoas,Maceió,804,161,26,14,Taiwan (Formosa)
901752,2023,1,Alagoas,Maceió,7413,351,0,157,Hong Kong
901760,2023,4,Alagoas,Maceió,2402,434,48,1979,Libéria
901780,2023,1,Alagoas,Maceió,707,776,20,13,Tailândia
901788,2023,2,Alagoas,Maceió,206,160,30,218,China
901813,2023,10,Alagoas,Maceió,1604,281,2,31,Gabão
901815,2023,8,Alagoas,Maceió,404,476,2,7,"Marshall, Ilhas"
901835,2023,1,Alagoas,Maceió,910,163,8,40,Chipre
901852,2023,2,Alagoas,Maceió,710,160,20,67,China
901863,2023,5,Alagoas,Maceió,7607,386,1,11,Itália
901865,2023,1,Alagoas,Maceió,303,301,150,454,Grécia
901868,2023,11,Alagoas,Maceió,3921,741,10,104,Singapura
901880,2023,5,Alagoas,Maceió,409,399,6,15,Japão
901887,2023,9,Alagoas,Maceió,803,87,12,14,Bélgica
901893,2023,8,Alagoas,Maceió,3305,434,3,21,Libéria
901904,2023,6,Alagoas,Maceió,701,580,25,43,Panamá
901908,2023,10,Alagoas,Maceió,712,467,1,4,Malta
901915,2023,8,Alagoas,Maceió,701,351,50,88,Hong Kong
901928,2023,8,Alagoas,Maceió,1104,580,5,29,Panamá
901937,2023,11,Alagoas,Maceió,2105,467,10,40,Malta
901953,2023,1,Alagoas,Maceió,702,232,50,61,Dinamarca
901980,2023,8,Alagoas,Maceió,2204,399,14,143,Japão
901982,2023,5,Alagoas,Maceió,306,386,6,72,Itália
901994,2023,2,Alagoas,Maceió,810,467,20,116,Malta
901998,2023,3,Alagoas,Maceió,2203,23,92,335,Alemanha
902006,2023,1,Alagoas,Maceió,807,580,110,111,Panamá
902011,2023,3,Alagoas,Maceió,303,160,10,80,China
902017,2023,10,Alagoas,Maceió,402,249,5,36,Estados Unidos
902021,2023,12,Alagoas,Maceió,705,467,100,190,Malta
902024,2023,3,Alagoas,Maceió,904,399,1,5,Japão
902041,2023,3,Alagoas,Maceió,307,386,10,152,Itália
902057,2023,2,Alagoas,Maceió,210,351,69,346,Hong Kong
902060,2023,5,Alagoas,Maceió,2103,361,8,22,Índia
902077,2023,10,Alagoas,Maceió,3923,580,40,303,Panamá
902081,2023,7,Alagoas,Maceió,2001,607,6,63,Portugal
902091,2023,10,Alagoas,Maceió,1517,386,3,14,Itália
902094,2023,12,Alagoas,Maceió,9610,163,1,59,Chipre
902103,2023,3,Alagoas,Maceió,1702,628,3,29,Reino Unido
902123,2023,2,Alagoas,Maceió,7326,538,2,80,Noruega
902125,2023,7,Alagoas,Maceió,9508,249,340,2200,Estados Unidos
902128,2023,1,Alagoas,Maceió,2008,301,7,37,Grécia
902132,2023,12,Alagoas,Maceió,2004,580,5,9,Panamá
902139,2023,10,Alagoas,Marechal Deodoro,6907,647,181424,35923,República Dominicana
902152,2023,3,Alagoas,Maceió,806,160,14,45,China
902161,2023,1,Alagoas,Maceió,909,776,2,16,Tailândia
902187,2023,1,Alagoas,Maceió,203,741,140,548,Singapura
902192,2023,2,Alagoas,Maceió,708,23,5,10,Alemanha
902195,2023,7,Alagoas,Maceió,305,580,5,17,Panamá
902198,2023,2,Alagoas,Maceió,202,23,135,1339,Alemanha
902204,2023,10,Alagoas,Maceió,2801,88,24,70,Belize
902205,2023,7,Alagoas,Maceió,714,351,30,19,Hong Kong
902210,2023,7,Alagoas,Maceió,714,538,25,23,Noruega
902220,2023,1,Alagoas,Maceió,7607,434,4,55,Libéria
902224,2023,3,Alagoas,Maceió,713,351,10,99,Hong Kong
902238,2023,1,Alagoas,Maceió,8512,351,6,62,Hong Kong
902252,2023,12,Alagoas,Maceió,707,476,43,72,"Marshall, Ilhas"
902257,2023,3,Alagoas,Maceió,304,105,60,481,Brasil
902274,2023,11,Alagoas,Maceió,2208,434,6,65,Libéria
902275,2023,10,Alagoas,Maceió,2203,163,2,5,Chipre
902276,2023,2,Alagoas,Maceió,2201,160,899,241,China
902281,2023,10,Alagoas,Maceió,3208,476,20,2081,"Marshall, Ilhas"
902285,2023,10,Alagoas,Maceió,7310,249,36,249,Estados Unidos
902293,2023,2,Alagoas,Maceió,6912,88,12,166,Belize
902306,2023,3,Alagoas,Maceió,306,301,1,66,Grécia
902314,2023,2,Alagoas,Maceió,1507,88,560,520,Belize
902320,2023,9,Alagoas,Maceió,1102,77,5,24,Bahamas
902325,2023,4,Alagoas,Maceió,2001,705,10,78,São Vicente e Granadinas
902333,2023,1,Alagoas,Maceió,1702,845,450,3322,Uruguai
902360,2023,1,Alagoas,Maceió,2204,776,17,88,Tailândia
902366,2023,2,Alagoas,Arapiraca,2844,573,0,0,Países Baixos (Holanda)
902388,2023,2,Alagoas,São Luís do Quitunde,1701,291,5268735,2194079,Geórgia
902394,2023,1,Alagoas,Maceió,9004,434,11,338,Libéria
902398,2023,5,Alagoas,Maceió,705,386,41,140,Itália
902403,2023,1,Alagoas,Maceió,4202,434,1,139,Libéria
902404,2023,6,Alagoas,Maceió,1507,301,0,98,Grécia
902405,2023,3,Alagoas,Maceió,702,361,140,169,Índia
902413,2023,6,Alagoas,Maceió,1602,232,36,47,Dinamarca
902419,2023,7,Alagoas,Maceió,702,538,65,89,Noruega
902424,2023,6,Alagoas,Maceió,714,741,20,11,Singapura
902425,2023,8,Alagoas,Maceió,1901,399,26,95,Japão
902436,2023,11,Alagoas,Maceió,2009,467,113,231,Malta
902440,2023,1,Alagoas,Atalaia,1701,628,939500,470316,Reino Unido
902480,2023,3,Alagoas,Maceió,708,160,5,9,China
902497,2023,3,Alagoas,Maceió,1507,105,72,181,Brasil
902498,2023,11,Alagoas,Maceió,206,467,16,77,Malta
902499,2023,2,Alagoas,Maceió,808,476,96,306,"Marshall, Ilhas"
902509,2023,9,Alagoas,Maceió,2501,580,10,3,Panamá
902513,2023,1,Alagoas,Maceió,807,195,25,20,Croácia
902544,2023,1,Alagoas,Maceió,206,741,13,194,Singapura
902557,2023,10,Alagoas,Maceió,201,249,10,84,Estados Unidos
902559,2023,1,Alagoas,Maceió,1905,77,19,68,Bahamas
902571,2023,1,Alagoas,Maceió,1108,467,2,12,Malta
902577,2023,8,Alagoas,Maceió,705,149,10,25,Canadá
902580,2023,12,Alagoas,Maceió,4818,83,5,60,Barbados
902582,2023,8,Alagoas,Maceió,2103,351,10,150,Hong Kong
902589,2023,9,Alagoas,Maceió,403,77,5,22,Bahamas
902590,2023,5,Alagoas,Maceió,1507,386,59,238,Itália
902592,2023,1,Alagoas,Maceió,4818,301,14,212,Grécia
902603,2023,4,Alagoas,Maceió,6804,301,6,528,Grécia
902607,2023,6,Alagoas,Maceió,2201,741,380,67,Singapura
902632,2023,10,Alagoas,Maceió,306,249,6,67,Estados Unidos
902637,2023,11,Alagoas,Maceió,2103,580,41,158,Panamá
902642,2023,10,Alagoas,Maceió,7323,249,45,990,Estados Unidos
902649,2023,8,Alagoas,Maceió,3917,351,56,875,Hong Kong
902664,2023,6,Alagoas,Maceió,902,232,12,8,Dinamarca
902673,2023,1,Alagoas,Maceió,808,776,58,131,Tailândia
902677,2023,12,Alagoas,Maceió,707,53,20,26,Arábia Saudita
902685,2023,7,Alagoas,Maceió,7318,232,6,314,Dinamarca
902693,2023,12,Alagoas,Maceió,210,83,100,496,Barbados
902696,2023,12,Alagoas,Maceió,710,53,7,24,Arábia Saudita
902703,2023,2,Alagoas,Maceió,8203,434,1,47,Libéria
902713,2023,12,Alagoas,Maceió,8311,580,10,81,Panamá
902754,2023,12,Alagoas,Maceió,6307,83,3,36,Barbados
902769,2023,2,Alagoas,Maceió,4015,434,2,16,Libéria
902781,2023,6,Alagoas,Maceió,2002,160,4,3,China
902799,2023,1,Alagoas,Maceió,1901,467,2,31,Malta
902805,2023,10,Alagoas,Maceió,3920,88,4,52,Belize
902816,2023,3,Alagoas,Maceió,709,434,140,248,Libéria
902828,2023,8,Alagoas,Maceió,1905,476,15,96,"Marshall, Ilhas"
902835,2023,5,Alagoas,Maceió,701,386,100,143,Itália
902838,2023,2,Alagoas,Maceió,902,741,0,41,Singapura
902839,2023,3,Alagoas,Maceió,1101,23,50,59,Alemanha
902848,2023,1,Alagoas,Maceió,403,776,5,13,Tailândia
902851,2023,8,Alagoas,Maceió,2201,476,1800,566,"Marshall, Ilhas"
902862,2023,6,Alagoas,Maceió,806,160,10,16,China
902872,2023,12,Alagoas,Maceió,710,580,5,11,Panamá
902875,2023,11,Alagoas,Maceió,1507,267,60,144,Filipinas
902900,2023,9,Alagoas,Maceió,1902,476,10,81,"Marshall, Ilhas"
902922,2023,11,Alagoas,Maceió,2208,476,12,101,"Marshall, Ilhas"
902927,2023,7,Alagoas,Maceió,910,607,5,21,Portugal
902930,2023,5,Alagoas,Maceió,4203,77,2,46,Bahamas
902939,2023,5,Alagoas,Maceió,3809,399,25,28,Japão
902948,2023,5,Alagoas,Maceió,2105,741,20,41,Singapura
902967,2023,11,Alagoas,Maceió,7607,434,1,12,Libéria
902980,2023,3,Alagoas,Maceió,2402,301,19,2431,Grécia
902984,2023,1,Alagoas,Maceió,2201,538,90,31,Noruega
902993,2023,11,Alagoas,Maceió,1901,434,10,7,Libéria
903002,2023,3,Alagoas,Maceió,910,741,10,32,Singapura
903012,2023,10,Alagoas,Maceió,802,183,1,6,"Cook, Ilhas"
903035,2023,3,Alagoas,Maceió,202,676,20,179,Rússia
903057,2023,10,Alagoas,Maceió,2922,351,3,70,Hong Kong
903059,2023,1,Alagoas,Maceió,6310,351,400,685,Hong Kong
903079,2023,11,Alagoas,Maceió,306,741,20,167,Singapura
903081,2023,3,Alagoas,Maceió,910,467,5,22,Malta
903089,2023,8,Alagoas,Maceió,708,149,25,48,Canadá
903091,2023,10,Alagoas,Maceió,1101,249,20,37,Estados Unidos
903092,2023,1,Alagoas,Maceió,805,160,68,111,China
903095,2023,5,Alagoas,Maceió,201,434,24,291,Libéria
903112,2023,2,Alagoas,Maceió,701,573,50,96,Países Baixos (Holanda)
903113,2023,5,Alagoas,Maceió,2922,160,5,32,China
903128,2023,1,Alagoas,Maceió,806,105,130,345,Brasil
903130,2023,2,Alagoas,Maceió,708,301,3,23,Grécia
903135,2023,3,Alagoas,Maceió,8509,434,0,5,Libéria
903144,2023,3,Alagoas,Maceió,2004,23,15,28,Alemanha
903165,2023,3,Alagoas,Maceió,7607,249,1,48,Estados Unidos
903168,2023,2,Alagoas,Maceió,405,301,4,57,Grécia
903170,2023,11,Alagoas,Teotônio Vilela,1701,149,3860000,2265127,Canadá
903179,2023,7,Alagoas,Maceió,806,580,14,18,Panamá
903191,2023,11,Alagoas,Maceió,2103,267,36,297,Filipinas
903204,2023,6,Alagoas,Maceió,4802,827,5,83,Turquia
903205,2023,11,Alagoas,Maceió,710,467,30,124,Malta
903235,2023,3,Alagoas,Maceió,303,741,164,783,Singapura
903240,2023,6,Alagoas,Maceió,910,476,11,50,"Marshall, Ilhas"
903253,2023,1,Alagoas,Maceió,4818,195,200,107,Croácia
903254,2023,2,Alagoas,Maceió,2402,741,9,3711,Singapura
903255,2023,1,Alagoas,Marechal Deodoro,6907,249,488422,102755,Estados Unidos
903263,2023,5,Alagoas,Maceió,3926,476,2,5208,"Marshall, Ilhas"
903265,2023,3,Alagoas,Maceió,707,467,10,12,Malta
903291,2023,9,Alagoas,Maceió,805,386,65,83,Itália
903296,2023,2,Alagoas,Maceió,1601,538,165,859,Noruega
903299,2023,1,Alagoas,Maceió,1601,476,5,22,"Marshall, Ilhas"
903304,2023,2,Alagoas,Maceió,709,538,303,1630,Noruega
903308,2023,12,Alagoas,Maceió,1207,476,1,56,"Marshall, Ilhas"
903313,2023,11,Alagoas,Maceió,1211,467,0,17,Malta
903320,2023,3,Alagoas,Maceió,706,160,68,88,China
903321,2023,5,Alagoas,Maceió,1104,161,1,6,Taiwan (Formosa)
903325,2023,8,Alagoas,Marechal Deodoro,6907,77,52668,10293,Bahamas
903326,2023,5,Alagoas,Maceió,7307,399,6,630,Japão
903327,2023,8,Alagoas,Maceió,808,538,10,15,Noruega
903343,2023,3,Alagoas,Maceió,406,105,38,337,Brasil
903364,2023,5,Alagoas,Maceió,1604,160,10,22,China
903377,2023,6,Alagoas,Maceió,403,776,7,27,Tailândia
903381,2023,3,Alagoas,Maceió,2002,628,12,33,Reino Unido
903392,2023,4,Alagoas,Maceió,3923,281,150,794,Gabão
903397,2023,3,Alagoas,Maceió,1701,160,34,42,China
903406,2023,7,Alagoas,Japaratinga,4016,249,7,187,Estados Unidos
903421,2023,3,Alagoas,Maceió,407,361,100,161,Índia
903422,2023,11,Alagoas,Maceió,1006,267,450,1159,Filipinas
903425,2023,4,Alagoas,Maceió,1507,705,105,582,São Vicente e Granadinas
903434,2023,11,Alagoas,Maceió,202,467,29,219,Malta
903457,2023,3,Alagoas,Maceió,406,467,3,69,Malta
903460,2023,2,Alagoas,Maceió,1512,538,30,61,Noruega
903479,2023,1,Alagoas,Maceió,402,538,12,51,Noruega
903481,2023,7,Alagoas,Maceió,807,580,198,130,Panamá
903486,2023,1,Alagoas,Maceió,1905,538,90,605,Noruega
903491,2023,10,Alagoas,Maceió,2103,249,7,62,Estados Unidos
903492,2023,11,Alagoas,Maceió,709,741,104,162,Singapura
903496,2023,8,Alagoas,Maceió,1211,399,1,16,Japão
903497,2023,4,Alagoas,Maceió,1901,607,5,21,Portugal
