,Unnamed: 0,CO_ANO,CO_MES,Nome_UF,Nome_Município,SH4,CO_PAIS,KG_LIQUIDO,VL_FOB,NO_PAIS
7150,467821,2016,5,Alagoas,Marechal Deodoro,6908,196,26452,5856,Costa Rica
10454,561081,2019,2,Alagoas,Maceió,402,467,24,35,Malta
12179,579757,2019,12,Alagoas,Maceió,904,351,2,10,Hong Kong
48589,939267,2024,4,Alagoas,Maceió,1101,580,250,321,Panamá
43385,895643,2023,10,Alagoas,Maceió,1101,467,5,9,Malta
34649,817973,2022,5,Alagoas,Maceió,803,628,75,76,Reino Unido
40172,868578,2023,5,Alagoas,Maceió,1108,399,3,7,Japão
14820,608894,2019,10,Alagoas,Maceió,306,580,10,159,Panamá
23819,703009,2021,4,Alagoas,Maceió,4805,434,0,158,Libéria
19125,653573,2020,12,Alagoas,Maceió,3302,163,1,6,Chipre
29882,770096,2022,6,Alagoas,Maceió,710,741,66,109,Singapura
43690,898369,2023,5,Alagoas,Marechal Deodoro,6907,695,53029,10428,São Cristóvão e Névis
12364,581665,2019,2,Alagoas,Maceió,710,77,30,100,Bahamas
30673,777994,2022,4,Alagoas,Maceió,201,580,27,295,Panamá
14093,600754,2019,5,Alagoas,Maceió,808,476,93,234,"Marshall, Ilhas"
13518,594336,2019,11,Alagoas,Maceió,2105,741,12,150,Singapura
33455,805539,2022,1,Alagoas,Maceió,8419,80,15,632,Barein
8910,538161,2018,12,Alagoas,Maceió,1509,301,3,33,Grécia
47184,927916,2024,4,Alagoas,Maceió,6302,580,2,131,Panamá
977,62004,2001,6,Alagoas,Maceió,306,249,11688,188270,Estados Unidos
28464,754882,2021,10,Alagoas,Maceió,304,538,60,288,Noruega
45449,913489,2024,2,Alagoas,Maceió,204,467,10,74,Malta
42992,892263,2023,5,Alagoas,Maceió,708,434,10,37,Libéria
1781,110271,2003,7,Alagoas,Maceió,5608,275,434,2125,França
4895,298321,2010,2,Alagoas,Maceió,2903,361,13260053,5410102,Índia
17794,640124,2020,11,Alagoas,Maceió,2103,580,48,151,Panamá
25784,724333,2021,12,Alagoas,Maceió,203,580,185,909,Panamá
44154,902497,2023,3,Alagoas,Maceió,1507,105,72,181,Brasil
46754,924509,2024,7,Alagoas,Maceió,1604,467,6,46,Malta
31359,784633,2022,7,Alagoas,Maceió,709,301,300,699,Grécia
44004,901166,2023,11,Alagoas,Marechal Deodoro,9403,196,12,160,Costa Rica
24610,711738,2021,12,Alagoas,Arapiraca,3916,97,14700,39014,Bolívia
49238,944923,2024,3,Alagoas,Maceió,409,476,3,41,"Marshall, Ilhas"
9401,549234,2019,11,Alagoas,Maceió,2201,301,900,690,Grécia
37697,847261,2023,7,Alagoas,Maceió,2007,476,4,37,"Marshall, Ilhas"
11809,575785,2019,7,Alagoas,Marechal Deodoro,6907,80,23804,6181,Barein
11065,567337,2019,1,Alagoas,Maceió,712,160,5,7,China
21662,679930,2020,12,Alagoas,Maceió,401,467,252,270,Malta
34746,818827,2022,11,Alagoas,Maceió,806,573,45,217,Países Baixos (Holanda)
4511,272933,2009,7,Alagoas,Maceió,7113,399,0,960,Japão
36382,835569,2023,2,Alagoas,São José da Laje,1701,670,9131579,4409953,Romênia
18437,646663,2020,5,Alagoas,Maceió,712,232,2,3,Dinamarca
13858,598296,2019,6,Alagoas,Marechal Deodoro,9403,770,13,120,Suriname
18742,650120,2020,10,Alagoas,Maceió,703,301,110,77,Grécia
167,9402,1997,2,Alagoas,Porto Calvo,901,23,216000,651214,Alemanha
4513,273029,2009,1,Alagoas,São Luís do Quitunde,1701,676,3000000,994615,Rússia
17056,632240,2020,7,Alagoas,Maceió,3923,476,5,56,"Marshall, Ilhas"
41807,882206,2023,12,Alagoas,Maceió,401,538,108,88,Noruega
15760,618693,2020,4,Alagoas,Maceió,1601,573,7,104,Países Baixos (Holanda)
21718,680461,2020,4,Alagoas,Maceió,1104,476,25,181,"Marshall, Ilhas"
8948,539581,2018,8,Alagoas,Maceió,801,249,1080,7745,Estados Unidos
4008,244760,2008,4,Alagoas,Maceió,9602,827,98,2044,Turquia
5497,336224,2011,12,Alagoas,Coruripe,1701,245,3267322,2480191,Espanha
15464,615450,2019,4,Alagoas,Maceió,2203,301,11,53,Grécia
28119,751087,2021,12,Alagoas,Maceió,713,538,10,41,Noruega
23766,702402,2021,3,Alagoas,Maceió,1512,741,22,62,Singapura
35403,825513,2022,3,Alagoas,Maceió,1806,580,5,61,Panamá
27738,746700,2021,5,Alagoas,Maceió,806,434,2,9,Libéria
42751,890251,2023,9,Alagoas,Maceió,202,87,50,486,Bélgica
36046,832157,2022,2,Alagoas,Maceió,1604,83,15,204,Barbados
1923,118255,2004,9,Alagoas,Maceió,2903,161,8898927,3203614,Taiwan (Formosa)
16900,630494,2020,9,Alagoas,Maceió,207,741,122,224,Singapura
22360,686952,2021,12,Alagoas,Maceió,2106,399,24,55,Japão
41789,882026,2023,1,Alagoas,Maceió,803,105,70,165,Brasil
31594,786928,2022,2,Alagoas,Maceió,709,538,58,116,Noruega
3557,218678,2007,4,Alagoas,Murici,2924,845,24000,19920,Uruguai
46831,925096,2024,2,Alagoas,Maceió,1509,445,18,264,Luxemburgo
37289,843535,2023,1,Alagoas,Maceió,813,160,13,268,China
24579,711285,2021,9,Alagoas,Maceió,2402,728,14,1113,Senegal
48218,936289,2024,2,Alagoas,Maceió,809,445,12,82,Luxemburgo
40458,870887,2023,11,Alagoas,Maceió,705,476,70,131,"Marshall, Ilhas"
46556,922992,2024,5,Alagoas,Maceió,1601,467,70,174,Malta
45738,915882,2024,6,Alagoas,Maceió,304,607,10,88,Portugal
33820,809219,2022,1,Alagoas,Maceió,2009,434,54,99,Libéria
49113,943929,2024,3,Alagoas,Maceió,8525,301,1,239,Grécia
5845,359613,2012,3,Alagoas,Coruripe,1701,676,21570000,13577237,Rússia
24241,707473,2021,4,Alagoas,Maceió,2501,538,15,3,Noruega
45713,915631,2024,5,Alagoas,Marechal Deodoro,6907,345,68846,14293,Honduras
42188,885418,2023,5,Alagoas,Maceió,405,160,3,40,China
7299,476421,2016,8,Alagoas,Arapiraca,3925,580,26104,42743,Panamá
40479,871102,2023,6,Alagoas,Maceió,3306,741,2,3,Singapura
40831,874095,2023,3,Alagoas,Maceió,701,160,200,228,China
24715,712831,2021,9,Alagoas,Maceió,707,232,15,12,Dinamarca
10041,556118,2019,11,Alagoas,Maceió,3302,434,0,1,Libéria
29188,762895,2022,3,Alagoas,Maceió,210,538,38,333,Noruega
23868,703461,2021,2,Alagoas,Maceió,2204,351,24,303,Hong Kong
23069,694690,2021,2,Alagoas,Marechal Deodoro,6907,249,1385299,261646,Estados Unidos
4434,268315,2009,4,Alagoas,Murici,2924,845,48000,36480,Uruguai
43841,899720,2023,3,Alagoas,Maceió,3923,476,1,30,"Marshall, Ilhas"
34751,818869,2022,12,Alagoas,Maceió,2102,351,4,36,Hong Kong
34379,815114,2022,8,Alagoas,Maceió,1806,195,32,354,Croácia
40981,875542,2023,11,Alagoas,Maceió,807,434,423,331,Libéria
32038,791034,2022,6,Alagoas,Maceió,2103,301,183,1180,Grécia
22934,693364,2021,4,Alagoas,Maceió,708,351,40,30,Hong Kong
13634,595683,2019,8,Alagoas,Maceió,1507,351,71,83,Hong Kong
23260,696680,2021,8,Alagoas,Maceió,306,105,20,158,Brasil
8284,520249,2018,12,Alagoas,Maceió,709,476,412,610,"Marshall, Ilhas"
22652,690378,2021,1,Alagoas,Maceió,803,427,45,50,Letônia
12214,580113,2019,3,Alagoas,Maceió,709,580,510,527,Panamá
42899,891407,2023,2,Alagoas,Marechal Deodoro,6907,317,71964,15415,Guatemala
47952,934161,2024,1,Alagoas,Maceió,2105,467,48,20,Malta
16847,630056,2020,12,Alagoas,Maceió,2201,467,1748,102,Malta
13180,590941,2019,11,Alagoas,Marechal Deodoro,6907,580,51298,10755,Panamá
31362,784656,2022,12,Alagoas,Maceió,703,476,117,300,"Marshall, Ilhas"
46463,922283,2024,7,Alagoas,Maceió,1513,158,9,131,Chile
42051,884127,2023,10,Alagoas,Maceió,2917,476,3,34,"Marshall, Ilhas"
27488,743928,2021,4,Alagoas,Maceió,2004,538,46,82,Noruega
30782,778965,2022,9,Alagoas,Maceió,2209,741,7,59,Singapura
37543,845843,2023,2,Alagoas,Maceió,708,351,45,70,Hong Kong
9540,550830,2019,8,Alagoas,Japaratinga,4015,23,72,5282,Alemanha
8034,513223,2018,11,Alagoas,Maceió,406,301,25,270,Grécia
9750,552928,2019,1,Alagoas,Maceió,809,301,20,46,Grécia
6975,458387,2016,8,Alagoas,Marechal Deodoro,6908,43,25812,5406,Antígua e Barbuda
35312,824548,2022,6,Alagoas,Maceió,1702,741,4,17,Singapura
48557,939015,2024,7,Alagoas,Maceió,204,434,23,186,Libéria
49510,947316,2024,4,Alagoas,Maceió,2101,467,1,49,Malta
13014,588945,2019,2,Alagoas,Maceió,1602,741,53,101,Singapura
14872,609507,2019,5,Alagoas,Maceió,2710,476,84434,82500,"Marshall, Ilhas"
39929,866514,2023,7,Alagoas,Maceió,1006,607,25,35,Portugal
10298,559257,2019,9,Alagoas,Maceió,2009,434,549,881,Libéria
46674,923867,2024,5,Alagoas,Maceió,810,43,10,71,Antígua e Barbuda
26453,731841,2021,9,Alagoas,Maceió,3204,538,2,110,Noruega
30663,777878,2022,10,Alagoas,Maceió,8517,351,196,3277,Hong Kong
33160,802671,2022,3,Alagoas,Maceió,3401,301,40,80,Grécia
5005,305346,2010,11,Alagoas,Rio Largo,1701,628,464321,305263,Reino Unido
34493,816426,2022,1,Alagoas,Maceió,8468,88,51,1342,Belize
12225,580229,2019,7,Alagoas,Maceió,3923,628,10,193,Reino Unido
1337,84069,2002,9,Alagoas,São Miguel dos Campos,4819,63,2535,4410,Argentina
18271,644979,2020,8,Alagoas,Maceió,706,434,20,14,Libéria
29568,767039,2022,3,Alagoas,Maceió,1517,105,17,73,Brasil
19569,658439,2020,8,Alagoas,Maceió,1901,163,31,133,Chipre
20420,667048,2020,7,Alagoas,Maceió,1601,163,40,74,Chipre
29155,762492,2022,3,Alagoas,Maceió,403,255,5,29,Falkland (Malvinas)
12242,580441,2019,8,Alagoas,Maceió,303,467,27,160,Malta
12677,585450,2019,4,Alagoas,Maceió,202,467,14,133,Malta
27604,745366,2021,12,Alagoas,Maceió,1102,538,4,66,Noruega
5604,343061,2011,9,Alagoas,Maceió,9998,990,2113,4391,Provisão de Navios e Aeronaves
11387,570997,2019,5,Alagoas,Maceió,7615,77,2,35,Bahamas
4901,298560,2010,5,Alagoas,Maceió,6402,386,86,1025,Itália
21716,680443,2020,10,Alagoas,Maceió,1515,77,130,246,Bahamas
11165,568482,2019,10,Alagoas,Marechal Deodoro,6907,770,78727,12291,Suriname
15530,616193,2020,1,Alagoas,Atalaia,1701,628,2672815,831465,Reino Unido
42274,886150,2023,1,Alagoas,Maceió,8203,434,1,23,Libéria
22799,691907,2021,1,Alagoas,Maceió,3402,580,101,241,Panamá
35768,829426,2022,1,Alagoas,Maceió,1905,255,84,411,Falkland (Malvinas)
2194,133813,2004,10,Alagoas,Coruripe,1701,149,11500000,1937175,Canadá
5500,336655,2011,10,Alagoas,Maceió,9998,990,16544,32107,Provisão de Navios e Aeronaves
48663,939886,2024,4,Alagoas,Maceió,714,580,10,24,Panamá
25369,720008,2021,1,Alagoas,Maceió,2201,427,630,209,Letônia
28483,755013,2021,3,Alagoas,Maceió,2008,607,2994,12022,Portugal
21039,673414,2020,12,Alagoas,Maceió,2009,586,9454,16579,Paraguai
21693,680210,2020,5,Alagoas,Maceió,2209,351,6,15,Hong Kong
39666,864125,2023,5,Alagoas,Maceió,901,476,6,51,"Marshall, Ilhas"
31340,784484,2022,12,Alagoas,Maceió,1601,476,10,57,"Marshall, Ilhas"
31588,786888,2022,10,Alagoas,Maceió,1211,386,1,4,Itália
2918,177893,2006,4,Alagoas,Rio Largo,1701,815,700000,216628,Trinidad e Tobago
12043,578242,2019,4,Alagoas,Maceió,901,301,18,94,Grécia
36628,837596,2023,1,Alagoas,São Miguel dos Campos,1701,628,3162300,1588836,Reino Unido
3707,227996,2007,1,Alagoas,Maceió,4901,628,12,1800,Reino Unido
6145,385672,2013,3,Alagoas,São Luís do Quitunde,1701,670,14250000,6541856,Romênia
16935,630756,2020,4,Alagoas,Maceió,807,301,200,123,Grécia
23975,704491,2021,12,Alagoas,Maceió,2104,866,2,13,"Virgens, Ilhas (Americanas)"
15745,618532,2020,5,Alagoas,Maceió,706,351,10,15,Hong Kong
33600,807193,2022,3,Alagoas,Maceió,1604,77,41,256,Bahamas
48141,935678,2024,7,Alagoas,Maceió,803,476,130,172,"Marshall, Ilhas"
23382,698176,2021,7,Alagoas,Maceió,704,160,250,471,China
34731,818681,2022,8,Alagoas,Maceió,702,195,40,37,Croácia
5494,336109,2011,2,Alagoas,Maceió,7117,845,4,3169,Uruguai
11908,576820,2019,6,Alagoas,Maceió,2003,476,2,15,"Marshall, Ilhas"
17001,631526,2020,12,Alagoas,Maceió,405,163,6,58,Chipre
2399,146042,2005,7,Alagoas,Maceió,801,63,450,1611,Argentina
32298,793786,2022,11,Alagoas,Maceió,1601,137,156,914,"Cayman, Ilhas"
32669,797421,2022,1,Alagoas,Maceió,1602,351,39,254,Hong Kong
21420,677229,2020,3,Alagoas,Maceió,804,628,35,39,Reino Unido
2566,156292,2005,4,Alagoas,São Luís do Quitunde,2207,361,1780587,638835,Índia
13952,599282,2019,8,Alagoas,Maceió,805,607,102,129,Portugal
16250,623914,2020,2,Alagoas,Maceió,2106,434,10,47,Libéria
38435,853561,2023,5,Alagoas,Maceió,709,476,78,125,"Marshall, Ilhas"
31894,789683,2022,4,Alagoas,Maceió,202,160,50,507,China
41437,879182,2023,3,Alagoas,Maceió,1602,467,29,206,Malta
9461,549889,2019,2,Alagoas,Maceió,2804,476,216,374,"Marshall, Ilhas"
29642,767741,2022,11,Alagoas,Maceió,401,137,240,458,"Cayman, Ilhas"
19792,660596,2020,5,Alagoas,Maceió,2103,455,8,12,Malásia
39749,864912,2023,12,Alagoas,Maceió,1106,445,6,11,Luxemburgo
43072,892980,2023,5,Alagoas,Maceió,3402,301,123,124,Grécia
22786,691804,2021,6,Alagoas,Maceió,1604,163,21,261,Chipre
30477,776172,2022,7,Alagoas,Maceió,1905,476,34,182,"Marshall, Ilhas"
42556,888653,2023,2,Alagoas,Maceió,403,301,52,230,Grécia
34696,818339,2022,3,Alagoas,Maceió,2003,538,2,19,Noruega
7556,489964,2017,7,Alagoas,Maceió,8204,69,1,30,Austrália
34966,820949,2022,3,Alagoas,Maceió,2002,105,18,61,Brasil
46847,925175,2024,1,Alagoas,Maceió,1602,445,55,508,Luxemburgo
25886,725461,2021,6,Alagoas,Maceió,702,163,63,44,Chipre
23709,701820,2021,11,Alagoas,Maceió,803,467,70,64,Malta
35874,830490,2022,7,Alagoas,Maceió,406,301,69,765,Grécia
44395,904747,2023,3,Alagoas,Maceió,210,434,38,238,Libéria
44965,909447,2024,5,Alagoas,Maceió,2007,580,3,62,Panamá
282,16687,1998,3,Alagoas,Pilar,9998,990,92606,19493,Provisão de Navios e Aeronaves
37557,845978,2023,7,Alagoas,Maceió,210,580,142,509,Panamá
48504,938613,2024,7,Alagoas,Maceió,307,538,5,54,Noruega
32070,791346,2022,1,Alagoas,Maceió,708,467,19,38,Malta
41339,878459,2023,9,Alagoas,Maceió,3920,386,1,7,Itália
9771,553079,2019,1,Alagoas,Maceió,3920,301,20,21,Grécia
11955,577440,2019,7,Alagoas,Maceió,804,580,70,100,Panamá
22712,690969,2021,9,Alagoas,Maceió,707,467,15,15,Malta
199,11292,1997,10,Alagoas,São José da Laje,1701,111,6000000,1433700,Bulgária
40364,870098,2023,6,Alagoas,Maceió,708,776,13,21,Tailândia
36924,840275,2023,12,Alagoas,Maceió,1507,83,100,127,Barbados
11734,574872,2019,10,Alagoas,Maceió,707,476,55,38,"Marshall, Ilhas"
22541,689038,2021,4,Alagoas,Maceió,704,160,30,71,China
44780,908093,2024,7,Alagoas,Maceió,806,476,20,136,"Marshall, Ilhas"
34243,813846,2022,2,Alagoas,Maceió,2005,434,1,15,Libéria
37011,841040,2023,9,Alagoas,Maceió,1604,87,1,9,Bélgica
28177,751795,2021,7,Alagoas,Maceió,2005,476,11,21,"Marshall, Ilhas"
3261,199507,2006,11,Alagoas,União dos Palmares,6305,289,43,173,Gana
28057,750325,2021,2,Alagoas,Maceió,2008,160,20,125,China
10958,566180,2019,11,Alagoas,Maceió,2005,573,9,42,Países Baixos (Holanda)
37162,842353,2023,3,Alagoas,Maceió,303,476,20,50,"Marshall, Ilhas"
31844,789293,2022,4,Alagoas,Marechal Deodoro,6907,586,79038,15773,Paraguai
27165,740338,2021,10,Alagoas,Maceió,2208,249,19527,43227,Estados Unidos
10705,563620,2019,3,Alagoas,Maceió,701,160,50,57,China
10432,560776,2019,10,Alagoas,Maceió,2209,580,10,33,Panamá
45464,913653,2024,5,Alagoas,Maceió,403,43,7,41,Antígua e Barbuda
11716,574638,2019,2,Alagoas,Maceió,403,476,240,86,"Marshall, Ilhas"
45445,913455,2024,6,Alagoas,Maceió,807,580,155,131,Panamá
8811,535516,2018,12,Alagoas,Arapiraca,2401,59,29064,81338,Argélia
21447,677630,2020,7,Alagoas,Maceió,1602,399,18,110,Japão
49692,948855,2024,4,Alagoas,Maceió,1601,580,118,337,Panamá
35541,826938,2022,1,Alagoas,Maceió,1905,538,49,311,Noruega
17454,636329,2020,3,Alagoas,Maceió,909,628,1,12,Reino Unido
27064,739034,2021,3,Alagoas,Maceió,2853,434,20,116,Libéria
33486,805848,2022,4,Alagoas,Maceió,1102,538,3,5,Noruega
38024,850036,2023,6,Alagoas,Maceió,3401,741,108,142,Singapura
33068,801707,2022,3,Alagoas,Maceió,1904,77,3,18,Bahamas
32500,795623,2022,4,Alagoas,Maceió,902,301,0,47,Grécia
31524,786307,2022,10,Alagoas,Maceió,2103,476,9,71,"Marshall, Ilhas"
35511,826697,2022,1,Alagoas,Maceió,2002,386,17,20,Itália
18626,648903,2020,5,Alagoas,Maceió,4806,301,20,23,Grécia
25418,720526,2021,6,Alagoas,Maceió,303,538,109,407,Noruega
35199,823446,2022,8,Alagoas,Maceió,1005,741,30,35,Singapura
3859,237494,2008,8,Alagoas,São José da Laje,1701,800,540000,194902,Togo
39027,858573,2023,7,Alagoas,Maceió,709,607,49,117,Portugal
47854,933408,2024,3,Alagoas,Maceió,403,301,75,493,Grécia
4865,296442,2010,12,Alagoas,União dos Palmares,1701,245,836882,682059,Espanha
11773,575286,2019,4,Alagoas,Maceió,1602,434,41,212,Libéria
19159,653914,2020,1,Alagoas,Maceió,401,467,240,358,Malta
30679,778050,2022,12,Alagoas,Maceió,2103,476,1,14,"Marshall, Ilhas"
37699,847267,2023,2,Alagoas,Maceió,3004,580,4,44,Panamá
1177,74729,2002,3,Alagoas,Maceió,306,249,4900,29035,Estados Unidos
3760,232307,2007,1,Alagoas,Maceió,4901,149,3,540,Canadá
12310,581072,2019,12,Alagoas,Maceió,1507,351,35,53,Hong Kong
21518,678421,2020,5,Alagoas,Maceió,2204,301,48,174,Grécia
12096,578854,2019,10,Alagoas,Maceió,713,580,30,74,Panamá
46933,925851,2024,4,Alagoas,Maceió,901,476,60,790,"Marshall, Ilhas"
910,58305,2001,9,Alagoas,Maceió,801,63,24,125,Argentina
45565,914382,2024,7,Alagoas,Maceió,702,741,20,33,Singapura
2576,156928,2005,10,Alagoas,Maceió,9998,990,2028,5709,Provisão de Navios e Aeronaves
24089,705856,2021,12,Alagoas,Teotônio Vilela,1701,149,3502070,1082805,Canadá
44138,902333,2023,1,Alagoas,Maceió,1702,845,450,3322,Uruguai
46408,921894,2024,6,Alagoas,Maceió,2106,607,2,14,Portugal
9698,552369,2019,5,Alagoas,Marechal Deodoro,6907,341,104000,24688,Haiti
18337,645756,2020,9,Alagoas,Maceió,2003,267,2,36,Filipinas
28137,751319,2021,7,Alagoas,Maceió,701,160,80,109,China
33470,805705,2022,3,Alagoas,Maceió,303,573,15,78,Países Baixos (Holanda)
45237,911850,2024,5,Alagoas,São José da Laje,1701,40,9000000,5312358,Angola
29569,767046,2022,5,Alagoas,Maceió,2202,434,7,193,Libéria
16167,622931,2020,4,Alagoas,Maceió,2002,301,92,235,Grécia
42559,888663,2023,4,Alagoas,Maceió,306,476,10,139,"Marshall, Ilhas"
3490,213637,2007,5,Alagoas,União dos Palmares,1701,47,297000,87449,Antilhas Holandesas
6465,418067,2014,5,Alagoas,Maceió,1701,357,2025000,913801,Iêmen
24379,708920,2021,6,Alagoas,Maceió,2004,301,30,61,Grécia
8296,520469,2018,10,Alagoas,Maceió,713,538,7,14,Noruega
7955,510070,2017,5,Alagoas,Japaratinga,4015,249,4,952,Estados Unidos
4772,290230,2009,5,Alagoas,Maceió,1513,586,874,6165,Paraguai
11699,574456,2019,3,Alagoas,Maceió,2009,249,16680,24289,Estados Unidos
19599,658758,2020,6,Alagoas,Maceió,407,538,0,85,Noruega
39641,863926,2023,5,Alagoas,Maceió,805,386,60,52,Itália
46089,918993,2024,4,Alagoas,Maceió,1701,249,2500876,1727580,Estados Unidos
39843,865702,2023,10,Alagoas,Maceió,1905,88,20,141,Belize
34118,812389,2022,3,Alagoas,Maceió,805,467,10,14,Malta
29607,767404,2022,9,Alagoas,Maceió,705,351,21,41,Hong Kong
6327,404280,2014,10,Alagoas,Maceió,2009,249,20217,47789,Estados Unidos
12562,584127,2019,7,Alagoas,Maceió,201,628,9,45,Reino Unido
13377,592656,2019,10,Alagoas,Marechal Deodoro,9403,485,20,442,Maurício
11888,576598,2019,8,Alagoas,Maceió,714,476,25,28,"Marshall, Ilhas"
26410,731188,2021,8,Alagoas,Maceió,807,538,45,36,Noruega
37331,843984,2023,10,Alagoas,Maceió,2202,476,388,567,"Marshall, Ilhas"
10859,565238,2019,1,Alagoas,Maceió,1902,351,200,56,Hong Kong
13919,598959,2019,5,Alagoas,Maceió,1006,741,450,479,Singapura
42115,884705,2023,1,Alagoas,Maceió,2005,580,1,40,Panamá
15652,617473,2020,9,Alagoas,Maceió,1602,163,18,94,Chipre
24756,713313,2021,10,Alagoas,Maceió,3302,538,0,6,Noruega
8558,528208,2018,5,Alagoas,Maceió,801,127,120,683,Cabo Verde
48132,935587,2024,5,Alagoas,Maceió,206,43,36,274,Antígua e Barbuda
32345,794193,2022,11,Alagoas,Maceió,712,301,20,66,Grécia
37855,848639,2023,1,Alagoas,Maceió,1701,776,45,47,Tailândia
2645,161690,2005,6,Alagoas,Maceió,8306,249,130,122,Estados Unidos
30602,777268,2022,1,Alagoas,Maceió,303,351,21,97,Hong Kong
14497,605436,2019,4,Alagoas,Maceió,2105,580,12,39,Panamá
30905,780207,2022,8,Alagoas,Maceió,4820,538,3,67,Noruega
41945,883250,2023,2,Alagoas,Maceió,807,160,120,117,China
12471,583018,2019,11,Alagoas,Maceió,710,741,8,17,Singapura
1196,75721,2002,10,Alagoas,Maceió,2207,289,1469443,529562,Gana
5926,366605,2012,2,Alagoas,São José da Laje,1701,735,405000,276315,Serra Leoa
4341,262900,2008,6,Alagoas,Marechal Deodoro,3904,63,910000,1078750,Argentina
20148,664272,2020,2,Alagoas,Maceió,2209,607,0,28,Portugal
33204,803094,2022,3,Alagoas,Maceió,2004,301,12,30,Grécia
47048,926679,2024,3,Alagoas,Maceió,803,776,30,32,Tailândia
45100,910683,2024,5,Alagoas,Maceió,1101,351,200,188,Hong Kong
25360,719867,2021,11,Alagoas,Maceió,3605,77,1,25,Bahamas
18510,647539,2020,10,Alagoas,Maceió,1602,434,23,80,Libéria
29556,766973,2022,6,Alagoas,Maceió,202,301,245,2436,Grécia
28960,760369,2022,5,Alagoas,Maceió,2102,628,2,13,Reino Unido
22832,692266,2021,4,Alagoas,Maceió,1601,580,20,79,Panamá
38176,851363,2023,8,Alagoas,Japaratinga,4015,23,110,12132,Alemanha
8808,535434,2018,10,Alagoas,Maceió,402,351,20,28,Hong Kong
25222,718376,2021,3,Alagoas,Maceió,2207,23,30,267,Alemanha
196,11214,1997,5,Alagoas,Lagoa da Canoa,2401,275,386946,773892,França
16236,623775,2020,3,Alagoas,Maceió,708,467,10,6,Malta
1230,77741,2002,12,Alagoas,Maceió,2009,158,6240,6735,Chile
1942,119619,2004,9,Alagoas,Maceió,1701,676,1389400,232488,Rússia
48068,935088,2024,2,Alagoas,Maceió,2202,476,111,159,"Marshall, Ilhas"
24453,709806,2021,6,Alagoas,Maceió,3208,88,4,12,Belize
32062,791280,2022,2,Alagoas,Maceió,202,538,79,628,Noruega
18210,644425,2020,10,Alagoas,Maceió,1006,23,55,118,Alemanha
38530,854264,2023,3,Alagoas,Maceió,1806,301,11,50,Grécia
1266,80106,2002,11,Alagoas,Maceió,2009,63,528,860,Argentina
12720,585915,2019,10,Alagoas,Maceió,703,858,80,164,Vietnã
30224,773678,2022,2,Alagoas,Maceió,2202,351,177,474,Hong Kong
12578,584271,2019,5,Alagoas,Maceió,902,580,2,117,Panamá
44085,901893,2023,8,Alagoas,Maceió,3305,434,3,21,Libéria
26925,737274,2021,4,Alagoas,Maceió,3302,538,0,5,Noruega
3896,239252,2008,4,Alagoas,Maceió,7117,386,2,2705,Itália
48731,940462,2024,5,Alagoas,Maceió,808,386,18,60,Itália
40978,875514,2023,2,Alagoas,Maceió,805,580,75,64,Panamá
10170,557815,2019,10,Alagoas,Maceió,910,858,20,33,Vietnã
13165,590753,2019,5,Alagoas,Maceió,2922,580,1,9,Panamá
31099,782127,2022,12,Alagoas,Maceió,703,160,176,494,China
15111,611923,2019,7,Alagoas,Maceió,703,628,19,51,Reino Unido
20493,667835,2020,2,Alagoas,Maceió,2003,399,12,79,Japão
19349,655963,2020,2,Alagoas,Maceió,2004,145,30,99,Camarões
16668,628226,2020,7,Alagoas,Maceió,803,160,20,16,China
23747,702157,2021,3,Alagoas,Maceió,9603,399,0,4,Japão
32782,798635,2022,8,Alagoas,Maceió,401,195,300,318,Croácia
14643,606861,2019,10,Alagoas,Maceió,2003,301,3,23,Grécia
40057,867641,2023,2,Alagoas,Maceió,807,628,21,22,Reino Unido
33498,805960,2022,11,Alagoas,Maceió,910,434,10,62,Libéria
35207,823555,2022,1,Alagoas,Maceió,304,386,55,235,Itália
38008,849877,2023,6,Alagoas,Maceió,1701,232,35,19,Dinamarca
45934,917625,2024,1,Alagoas,Maceió,7308,476,13,1127,"Marshall, Ilhas"
46838,925139,2024,4,Alagoas,Maceió,704,434,290,364,Libéria
17266,634471,2020,12,Alagoas,Maceió,404,580,11,27,Panamá
47998,934500,2024,5,Alagoas,Maceió,7013,434,2,8,Libéria
33613,807361,2022,8,Alagoas,Maceió,702,467,20,34,Malta
15127,612093,2019,9,Alagoas,Maceió,302,351,80,446,Hong Kong
21765,680881,2020,8,Alagoas,Maceió,2202,301,669,1254,Grécia
21815,681271,2020,3,Alagoas,Maceió,2202,232,89,114,Dinamarca
47962,934238,2024,1,Alagoas,Maceió,4819,434,1,2,Libéria
28601,756353,2021,5,Alagoas,Maceió,904,434,2,14,Libéria
20495,667856,2020,12,Alagoas,Maceió,703,160,280,262,China
36544,836895,2023,6,Alagoas,Maceió,3304,741,2,13,Singapura
6803,446764,2015,10,Alagoas,Marechal Deodoro,3904,361,2040000,1451715,Índia
2530,154472,2005,9,Alagoas,Maceió,5305,386,114,1741,Itália
9121,544570,2018,10,Alagoas,Maceió,806,351,5,14,Hong Kong
38427,853499,2023,3,Alagoas,Maceió,1104,434,6,83,Libéria
11711,574590,2019,2,Alagoas,Maceió,1905,741,36,76,Singapura
28215,752233,2021,9,Alagoas,Maceió,2501,580,35,11,Panamá
48934,942346,2024,5,Alagoas,Maceió,4008,476,3,145,"Marshall, Ilhas"
